type,text
spam,"Win the newest €œHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
ham,Helloooo... Wake up..! Sweet morning welcomes You Enjoy This Day with full of joy.. GUD MRNG.
ham,If you hear a loud scream in about # minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,Do I? I thought I put it back in the box
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,Compliments to you. Was away from the system. How your side.
ham,It means u could not keep ur words.
ham,Quite lor. But dun tell him wait he get complacent...
ham,Please tell me not all of my car keys are in your purse
ham,"Night night, see you tomorrow"
ham,Mm umma ask vava also to come tell him can play later together
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,Great! So what attracts you to the brothas?
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,No prob. I will send to your email.
ham,Oh k.k..where did you take test?
ham,Its a great day. Do have yourself a beautiful one.
ham,Yes but I don't care cause I know its there!
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,Or just do that 6times
ham,No shoot me. I'm in the docs waiting room. :/
ham,Ok... But bag again..
ham,I knew it... U slept v late yest? Wake up so late...
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Will it help if we propose going back again tomorrow
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,K...k...when will you give treat?
ham,I'm leaving my house now.
ham,Oh. U must have taken your REAL Valentine out shopping first.
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,Cancel cheyyamo?and get some money back?
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
ham,Ok. Me watching tv too.
ham,Which is weird because I know I had it at one point
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,Yes when is the appt again?
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Yo theres no class tmrw right?
ham,Yes:)sura in sun tv.:)lol.
ham,Lol alright i was thinkin that too haha
ham,To day class is there are no class.
ham,I am in hospital da. . I will return home in evening
ham,"Maybe westshore or hyde park village, the place near my house?"
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Thank You meet you monday
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,Jus finished avatar nigro
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes & fills those gaps by holding your hand with LOVE..!"
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,Oh...i asked for fun. Haha...take care. u
ham,K I'll take care of it
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Watching telugu movie..wat abt u?
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,Fine if that’s the way u feel. That’s the way its gota b
ham,We are okay. Going to sleep now. Later
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,Ok...
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,Draw va?i dont think so:)
ham,In meeting da. I will call you
ham,These won't do. Have to move on to morphine
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,Pls send me your address sir.
ham,I though we shd go out n have some fun so bar in town or something €“ sound ok?
ham,Gud mrng dear hav a nice day
ham,"Looks like you found something to do other than smoke, great job!"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,So wat's da decision?
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,When u login dat time... Dad fetching u home now?
ham,"Me, i dont know again oh"
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,Lol u still feeling sick?
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,Ya but it cant display internal subs so i gotta extract them
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,None of that's happening til you get here though
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"not that I know of, most people up here are still out of town"
ham,That depends. How would you like to be treated? :)
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,Ill call you evening ill some ideas.
ham,Fyi I'm gonna call you sporadically starting at like  #  bc we are not not doin this
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Does not operate after  #  or what
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,"Fuuuuck I need to stop sleepin, sup"
ham,Yeah right! I'll bring my tape measure fri!
ham,The basket's gettin full so I might be by tonight
ham,Oh god..taken the teeth?is it paining
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,Lol yes. But it will add some spice to your day.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,I'm home. Ard wat time will u reach?
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,"Trust me. Even if isn't there, its there."
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,Wishing you a wonderful week.
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
ham,I will send them to your email. Do you mind  #  times per night?
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other stuff to deal with that i'm barely keeping myself together once this gets added to it."
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,You see the requirements please
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. & One step back can ruin ur friendship.. good night:-) ..."
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Lol! Oops sorry! Have fun. 
ham,All done? All handed in? Celebrations in full swing yet?
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams & Life is empty without frnds.. So Alwys Be In Touch. Good night & sweet dreams
ham,Much better now thanks lol
ham,"You are always putting your business out there. You put pictures of you on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,Can you pls send me that company name. In saibaba colany
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,Cheers for the card ... Is it that time of year already?
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,O. Guess they both got screwd
ham,Ok. So april. Cant wait
ham,Should I be stalking u?
ham,K.k.how is your business now?
ham,Hey so whats the plan this sat? 
ham,Did u see what I posted on your Facebook?
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
